Condition,Repeat,Day,EggCounts,FileName
1percent_manual,5,D1,43,well_27_2024-02-21_001820_
1percent_manual,5,D1,41,well_28_2024-02-21_001826_
1percent_manual,5,D1,52,well_29_2024-02-21_001831_
1percent_manual,5,D1,23,well_30_2024-02-21_002516_
1percent_manual,5,D1,45,well_31_2024-02-21_001843_
1percent_manual,5,D1,25,well_33_2024-02-21_002533_
1percent_manual,5,D1,39,well_34_2024-02-21_002539_
1percent_manual,5,D1,26,well_35_2024-02-21_001907_
1percent_manual,5,D1,60,well_36_2024-02-21_001912_
1percent_manual,5,D1,42,well_37_2024-02-21_002556_
1percent_manual,5,D1,60,well_38_2024-02-21_002602_
1percent_manual,5,D1,25,well_39_2024-02-21_001930_
1percent_manual,5,D1,51,well_40_2024-02-21_001936_
1percent_manual,5,D1,32,well_41_2024-02-21_001942_
1percent_manual,5,D1,13,well_42_2024-02-21_002625_
1percent_manual,5,D1,52,well_44_2024-02-21_001959_
1percent_manual,5,D1,65,well_45_2024-02-21_002642_
1percent_manual,5,D1,67,well_46_2024-02-21_002648_
1percent_manual,5,D1,54,well_47_2024-02-21_002016_
1percent_manual,5,D1,43,well_48_2024-02-21_002022_
1percent_manual,5,D3,42,well_1_2024-02-21_003241_
1percent_manual,5,D3,46,well_3_2024-02-21_002620_
1percent_manual,5,D3,68,well_4_2024-02-21_002625_
1percent_manual,5,D3,66,well_5_2024-02-21_003303_
1percent_manual,5,D3,53,well_6_2024-02-21_003309_
1percent_manual,5,D3,80,well_7_2024-02-21_002642_
1percent_manual,5,D3,77,well_11_2024-02-21_003337_
1percent_manual,5,D3,50,well_12_2024-02-21_003343_
1percent_manual,5,D3,51,well_13_2024-02-21_002716_
1percent_manual,5,D3,33,well_15_2024-02-21_002727_
1percent_manual,5,D3,63,well_16_2024-02-21_002732_
1percent_manual,5,D3,69,well_17_2024-02-21_003411_
1percent_manual,5,D3,83,well_18_2024-02-21_003416_
1percent_manual,5,D3,36,well_19_2024-02-21_002749_
1percent_manual,5,D3,48,well_20_2024-02-21_003428_
1percent_manual,5,D3,71,well_21_2024-02-21_002800_
1percent_manual,5,D3,66,well_23_2024-02-21_002812_
1percent_manual,5,D3,52,well_24_2024-02-21_002817_
1percent_manual,5,D3,38,well_25_2024-02-21_002823_
1percent_manual,5,D3,43,well_26_2024-02-21_002829_
1percent_manual,5,D3,49,well_27_2024-02-21_002834_
1percent_manual,5,D3,42,well_28_2024-02-21_002840_
1percent_manual,5,D3,66,well_29_2024-02-21_003519_
1percent_manual,5,D3,6,well_30_2024-02-21_002852_
1percent_manual,5,D3,23,well_31_2024-02-21_003530_
1percent_manual,5,D3,86,well_33_2024-02-21_003542_
1percent_manual,5,D3,43,well_34_2024-02-21_003547_
1percent_manual,5,D3,24,well_35_2024-02-21_002920_
1percent_manual,5,D3,60,well_36_2024-02-21_003559_
1percent_manual,5,D3,48,well_37_2024-02-21_002932_
1percent_manual,5,D3,35,well_38_2024-02-21_003610_
1percent_manual,5,D3,32,well_39_2024-02-21_002943_
1percent_manual,5,D3,63,well_40_2024-02-21_002949_
1percent_manual,5,D3,43,well_41_2024-02-21_002955_
1percent_manual,5,D3,54,well_42_2024-02-21_003001_
1percent_manual,5,D3,52,well_44_2024-02-21_003644_
1percent_manual,5,D3,73,well_45_2024-02-21_003018_
1percent_manual,5,D3,113,well_46_2024-02-21_003656_
1percent_manual,5,D3,58,well_47_2024-02-21_003702_
1percent_manual,5,D3,65,well_48_2024-02-21_003035_
1percent_manual,5,D7,15,well_1_2024-02-23_071000_
1percent_manual,5,D7,30,well_3_2024-02-23_070500_
1percent_manual,5,D7,28,well_4_2024-02-23_070506_
1percent_manual,5,D7,22,well_5_2024-02-23_070512_
1percent_manual,5,D7,21,well_6_2024-02-23_070518_
1percent_manual,5,D7,22,well_7_2024-02-23_070524_
1percent_manual,5,D7,38,well_11_2024-02-23_070547_
1percent_manual,5,D7,40,well_12_2024-02-23_070553_
1percent_manual,5,D7,17,well_13_2024-02-23_070558_
1percent_manual,5,D7,18,well_15_2024-02-23_070610_
1percent_manual,5,D7,17,well_16_2024-02-23_070616_
1percent_manual,5,D7,17,well_17_2024-02-23_070622_
1percent_manual,5,D7,42,well_18_2024-02-23_070627_
1percent_manual,5,D7,35,well_19_2024-02-23_070633_
1percent_manual,5,D7,16,well_20_2024-02-23_070639_
1percent_manual,5,D7,44,well_21_2024-02-23_070645_
1percent_manual,5,D7,21,well_23_2024-02-23_070656_
1percent_manual,5,D7,4,well_24_2024-02-23_070702_
1percent_manual,5,D7,15,well_25_2024-02-23_070708_
1percent_manual,5,D7,28,well_26_2024-02-23_070714_
1percent_manual,5,D7,16,well_27_2024-02-23_070720_
1percent_manual,5,D7,7,well_28_2024-02-23_070726_
1percent_manual,5,D7,15,well_29_2024-02-23_070731_
1percent_manual,5,D7,12,well_30_2024-02-23_070737_
1percent_manual,5,D7,4,well_31_2024-02-23_070743_
1percent_manual,5,D7,37,well_33_2024-02-23_070755_
1percent_manual,5,D7,6,well_34_2024-02-23_070800_
1percent_manual,5,D7,0,well_35_2024-02-23_070806_
1percent_manual,5,D7,26,well_36_2024-02-23_070812_
1percent_manual,5,D7,8,well_37_2024-02-23_070818_
1percent_manual,5,D7,8,well_38_2024-02-23_070824_
1percent_manual,5,D7,5,well_39_2024-02-23_070830_
1percent_manual,5,D7,31,well_40_2024-02-23_070836_
1percent_manual,5,D7,34,well_41_2024-02-23_070842_
1percent_manual,5,D7,16,well_42_2024-02-23_070848_
1percent_manual,5,D7,29,well_44_2024-02-23_070859_
1percent_manual,5,D7,23,well_45_2024-02-23_070905_
1percent_manual,5,D7,21,well_46_2024-02-23_070911_
1percent_manual,5,D7,17,well_47_2024-02-23_070917_
1percent_manual,5,D7,15,well_48_2024-02-23_070923_
