Condition,Repeat,Day,EggCounts,FileName
1percent_manual,5,D1,43,well_27_2024-02-21_001820_
1percent_manual,5,D1,41,well_28_2024-02-21_001826_
1percent_manual,5,D1,52,well_29_2024-02-21_001831_
1percent_manual,5,D1,23,well_30_2024-02-21_002516_
1percent_manual,5,D1,45,well_31_2024-02-21_001843_
1percent_manual,5,D1,25,well_33_2024-02-21_002533_
1percent_manual,5,D1,39,well_34_2024-02-21_002539_
1percent_manual,5,D1,26,well_35_2024-02-21_001907_
1percent_manual,5,D1,60,well_36_2024-02-21_001912_
1percent_manual,5,D1,42,well_37_2024-02-21_002556_
1percent_manual,5,D1,60,well_38_2024-02-21_002602_
1percent_manual,5,D1,25,well_39_2024-02-21_001930_
1percent_manual,5,D1,51,well_40_2024-02-21_001936_
1percent_manual,5,D1,32,well_41_2024-02-21_001942_
1percent_manual,5,D1,13,well_42_2024-02-21_002625_
1percent_manual,5,D1,52,well_44_2024-02-21_001959_
1percent_manual,5,D1,65,well_45_2024-02-21_002642_
1percent_manual,5,D1,67,well_46_2024-02-21_002648_
1percent_manual,5,D1,54,well_47_2024-02-21_002016_
1percent_manual,5,D1,43,well_48_2024-02-21_002022_
1percent_manual,5,D3,42,well_1_2024-02-21_003241_
1percent_manual,5,D3,46,well_3_2024-02-21_002620_
1percent_manual,5,D3,68,well_4_2024-02-21_002625_
1percent_manual,5,D3,66,well_5_2024-02-21_003303_
1percent_manual,5,D3,53,well_6_2024-02-21_003309_
1percent_manual,5,D3,80,well_7_2024-02-21_002642_
1percent_manual,5,D3,77,well_11_2024-02-21_003337_
1percent_manual,5,D3,50,well_12_2024-02-21_003343_
1percent_manual,5,D3,51,well_13_2024-02-21_002716_
1percent_manual,5,D3,33,well_15_2024-02-21_002727_
1percent_manual,5,D3,63,well_16_2024-02-21_002732_
1percent_manual,5,D3,69,well_17_2024-02-21_003411_
1percent_manual,5,D3,83,well_18_2024-02-21_003416_
1percent_manual,5,D3,36,well_19_2024-02-21_002749_
1percent_manual,5,D3,48,well_20_2024-02-21_003428_
1percent_manual,5,D3,71,well_21_2024-02-21_002800_
1percent_manual,5,D3,66,well_23_2024-02-21_002812_
1percent_manual,5,D3,52,well_24_2024-02-21_002817_
1percent_manual,5,D3,38,well_25_2024-02-21_002823_
1percent_manual,5,D3,43,well_26_2024-02-21_002829_
1percent_manual,5,D3,49,well_27_2024-02-21_002834_
1percent_manual,5,D3,42,well_28_2024-02-21_002840_
1percent_manual,5,D3,66,well_29_2024-02-21_003519_
1percent_manual,5,D3,6,well_30_2024-02-21_002852_
1percent_manual,5,D3,23,well_31_2024-02-21_003530_
1percent_manual,5,D3,86,well_33_2024-02-21_003542_
1percent_manual,5,D3,43,well_34_2024-02-21_003547_
1percent_manual,5,D3,24,well_35_2024-02-21_002920_
1percent_manual,5,D3,60,well_36_2024-02-21_003559_
1percent_manual,5,D3,48,well_37_2024-02-21_002932_
1percent_manual,5,D3,35,well_38_2024-02-21_003610_
1percent_manual,5,D3,32,well_39_2024-02-21_002943_
1percent_manual,5,D3,63,well_40_2024-02-21_002949_
1percent_manual,5,D3,43,well_41_2024-02-21_002955_
1percent_manual,5,D3,54,well_42_2024-02-21_003001_
1percent_manual,5,D3,52,well_44_2024-02-21_003644_
1percent_manual,5,D3,73,well_45_2024-02-21_003018_
1percent_manual,5,D3,113,well_46_2024-02-21_003656_
1percent_manual,5,D3,58,well_47_2024-02-21_003702_
1percent_manual,5,D3,65,well_48_2024-02-21_003035_
1percent_manual,5,D7,15,well_1_2024-02-23_071000_
1percent_manual,5,D7,30,well_3_2024-02-23_070500_
1percent_manual,5,D7,28,well_4_2024-02-23_070506_
1percent_manual,5,D7,22,well_5_2024-02-23_070512_
1percent_manual,5,D7,21,well_6_2024-02-23_070518_
1percent_manual,5,D7,22,well_7_2024-02-23_070524_
1percent_manual,5,D7,38,well_11_2024-02-23_070547_
1percent_manual,5,D7,40,well_12_2024-02-23_070553_
1percent_manual,5,D7,17,well_13_2024-02-23_070558_
1percent_manual,5,D7,18,well_15_2024-02-23_070610_
1percent_manual,5,D7,17,well_16_2024-02-23_070616_
1percent_manual,5,D7,17,well_17_2024-02-23_070622_
1percent_manual,5,D7,42,well_18_2024-02-23_070627_
1percent_manual,5,D7,35,well_19_2024-02-23_070633_
1percent_manual,5,D7,16,well_20_2024-02-23_070639_
1percent_manual,5,D7,44,well_21_2024-02-23_070645_
1percent_manual,5,D7,21,well_23_2024-02-23_070656_
1percent_manual,5,D7,4,well_24_2024-02-23_070702_
1percent_manual,5,D7,15,well_25_2024-02-23_070708_
1percent_manual,5,D7,28,well_26_2024-02-23_070714_
1percent_manual,5,D7,16,well_27_2024-02-23_070720_
1percent_manual,5,D7,7,well_28_2024-02-23_070726_
1percent_manual,5,D7,15,well_29_2024-02-23_070731_
1percent_manual,5,D7,12,well_30_2024-02-23_070737_
1percent_manual,5,D7,4,well_31_2024-02-23_070743_
1percent_manual,5,D7,37,well_33_2024-02-23_070755_
1percent_manual,5,D7,6,well_34_2024-02-23_070800_
1percent_manual,5,D7,0,well_35_2024-02-23_070806_
1percent_manual,5,D7,26,well_36_2024-02-23_070812_
1percent_manual,5,D7,8,well_37_2024-02-23_070818_
1percent_manual,5,D7,8,well_38_2024-02-23_070824_
1percent_manual,5,D7,5,well_39_2024-02-23_070830_
1percent_manual,5,D7,31,well_40_2024-02-23_070836_
1percent_manual,5,D7,34,well_41_2024-02-23_070842_
1percent_manual,5,D7,16,well_42_2024-02-23_070848_
1percent_manual,5,D7,29,well_44_2024-02-23_070859_
1percent_manual,5,D7,23,well_45_2024-02-23_070905_
1percent_manual,5,D7,21,well_46_2024-02-23_070911_
1percent_manual,5,D7,17,well_47_2024-02-23_070917_
1percent_manual,5,D7,15,well_48_2024-02-23_070923_
2percent_automated,1,D1,31,well_2_2024-02-20_143556_.jpg
2percent_automated,1,D1,16,well_3_2024-02-20_143601_.jpg
2percent_automated,1,D1,53,well_4_2024-02-20_143607_.jpg
2percent_automated,1,D1,54,well_5_2024-02-20_143613_.jpg
2percent_automated,1,D1,52,well_6_2024-02-20_143618_.jpg
2percent_automated,1,D1,77,well_7_2024-02-20_143624_.jpg
2percent_automated,1,D1,17,well_8_2024-02-20_143630_.jpg
2percent_automated,1,D1,48,well_9_2024-02-20_143636_.jpg
2percent_automated,1,D1,21,well_10_2024-02-20_143641_.jpg
2percent_automated,1,D1,45,well_11_2024-02-20_143647_.jpg
2percent_automated,1,D1,62,well_12_2024-02-20_143653_.jpg
2percent_automated,1,D1,97,well_13_2024-02-20_143658_.jpg
2percent_automated,1,D1,47,well_14_2024-02-20_143704_.jpg
2percent_automated,1,D1,73,well_15_2024-02-20_143710_.jpg
2percent_automated,1,D1,51,well_16_2024-02-20_143716_.jpg
2percent_automated,1,D1,67,well_17_2024-02-20_143721_.jpg
2percent_automated,1,D1,63,well_19_2024-02-20_143733_.jpg
2percent_automated,1,D1,40,well_20_2024-02-20_143739_.jpg
2percent_automated,1,D1,59,well_21_2024-02-20_143744_.jpg
2percent_automated,1,D1,47,well_22_2024-02-20_143750_.jpg
2percent_automated,1,D1,21,well_24_2024-02-20_143802_.jpg
2percent_automated,1,D1,70,well_25_2024-02-20_143807_.jpg
2percent_automated,1,D1,47,well_26_2024-02-20_143813_.jpg
2percent_automated,1,D1,48,well_28_2024-02-20_143824_.jpg
2percent_automated,1,D1,15,well_29_2024-02-20_143830_.jpg
2percent_automated,1,D1,72,well_30_2024-02-20_143835_.jpg
2percent_automated,1,D1,70,well_31_2024-02-20_143841_.jpg
2percent_automated,1,D1,35,well_32_2024-02-20_143847_.jpg
2percent_automated,1,D1,21,well_34_2024-02-20_143858_.jpg
2percent_automated,1,D1,37,well_35_2024-02-20_143904_.jpg
2percent_automated,1,D1,34,well_36_2024-02-20_143910_.jpg
2percent_automated,1,D1,81,well_38_2024-02-20_143921_.jpg
2percent_automated,1,D1,38,well_39_2024-02-20_143927_.jpg
2percent_automated,1,D1,40,well_41_2024-02-20_143939_.jpg
2percent_automated,1,D1,47,well_43_2024-02-20_143950_.jpg
2percent_automated,1,D1,65,well_44_2024-02-20_143956_.jpg
2percent_automated,1,D1,61,well_45_2024-02-20_144002_.jpg
2percent_automated,1,D1,66,well_46_2024-02-20_144008_.jpg
2percent_automated,1,D1,37,well_47_2024-02-20_144013_.jpg
2percent_automated,1,D1,71,well_48_2024-02-20_144019_.jpg
2percent_automated,1,D3,44,well_2_2024-02-20_144650_.jpg
2percent_automated,1,D3,35,well_3_2024-02-20_144656_.jpg
2percent_automated,1,D3,45,well_4_2024-02-20_144702_.jpg
2percent_automated,1,D3,5,well_5_2024-02-20_144707_.jpg
2percent_automated,1,D3,35,well_6_2024-02-20_144713_.jpg
2percent_automated,1,D3,33,well_7_2024-02-20_144719_.jpg
2percent_automated,1,D3,4,well_8_2024-02-20_144725_.jpg
2percent_automated,1,D3,35,well_9_2024-02-20_144731_.jpg
2percent_automated,1,D3,21,well_10_2024-02-20_144736_.jpg
2percent_automated,1,D3,11,well_11_2024-02-20_144742_.jpg
2percent_automated,1,D3,19,well_12_2024-02-20_144748_.jpg
2percent_automated,1,D3,32,well_13_2024-02-20_144754_.jpg
2percent_automated,1,D3,18,well_14_2024-02-20_144800_.jpg
2percent_automated,1,D3,45,well_15_2024-02-20_144805_.jpg
2percent_automated,1,D3,31,well_16_2024-02-20_144811_.jpg
2percent_automated,1,D3,22,well_17_2024-02-20_144817_.jpg
2percent_automated,1,D3,32,well_19_2024-02-20_144829_.jpg
2percent_automated,1,D3,51,well_20_2024-02-20_144835_.jpg
2percent_automated,1,D3,49,well_21_2024-02-20_144840_.jpg
2percent_automated,1,D3,54,well_22_2024-02-20_144846_.jpg
2percent_automated,1,D3,31,well_24_2024-02-20_144858_.jpg
2percent_automated,1,D3,46,well_25_2024-02-20_144903_.jpg
2percent_automated,1,D3,51,well_26_2024-02-20_144909_.jpg
2percent_automated,1,D3,47,well_28_2024-02-20_144921_.jpg
2percent_automated,1,D3,25,well_29_2024-02-20_144927_.jpg
2percent_automated,1,D3,64,well_30_2024-02-20_144933_.jpg
2percent_automated,1,D3,31,well_31_2024-02-20_144938_.jpg
2percent_automated,1,D3,15,well_32_2024-02-20_144944_.jpg
2percent_automated,1,D3,4,well_34_2024-02-20_144956_.jpg
2percent_automated,1,D3,16,well_35_2024-02-20_145002_.jpg
2percent_automated,1,D3,9,well_36_2024-02-20_145008_.jpg
2percent_automated,1,D3,30,well_38_2024-02-20_145019_.jpg
2percent_automated,1,D3,28,well_39_2024-02-20_145025_.jpg
2percent_automated,1,D3,46,well_41_2024-02-20_145037_.jpg
2percent_automated,1,D3,44,well_43_2024-02-20_145048_.jpg
2percent_automated,1,D3,32,well_44_2024-02-20_145054_.jpg
2percent_automated,1,D3,22,well_45_2024-02-20_145100_.jpg
2percent_automated,1,D3,26,well_46_2024-02-20_145106_.jpg
2percent_automated,1,D3,23,well_47_2024-02-20_145112_.jpg
2percent_automated,1,D3,31,well_48_2024-02-20_145118_.jpg
2percent_automated,1,D7,9,well_2_2024-02-20_145429_.jpg
2percent_automated,1,D7,4,well_3_2024-02-20_145435_.jpg
2percent_automated,1,D7,9,well_4_2024-02-20_145441_.jpg
2percent_automated,1,D7,3,well_5_2024-02-20_145447_.jpg
2percent_automated,1,D7,29,well_6_2024-02-20_145452_.jpg
2percent_automated,1,D7,8,well_7_2024-02-20_145458_.jpg
2percent_automated,1,D7,6,well_8_2024-02-20_145504_.jpg
2percent_automated,1,D7,2,well_9_2024-02-20_145510_.jpg
2percent_automated,1,D7,9,well_10_2024-02-20_145516_.jpg
2percent_automated,1,D7,6,well_11_2024-02-20_145521_.jpg
2percent_automated,1,D7,2,well_12_2024-02-20_145527_.jpg
2percent_automated,1,D7,15,well_13_2024-02-20_145533_.jpg
2percent_automated,1,D7,3,well_14_2024-02-20_145539_.jpg
2percent_automated,1,D7,4,well_15_2024-02-20_145545_.jpg
2percent_automated,1,D7,11,well_16_2024-02-20_145550_.jpg
2percent_automated,1,D7,4,well_17_2024-02-20_145556_.jpg
2percent_automated,1,D7,5,well_19_2024-02-20_145608_.jpg
2percent_automated,1,D7,10,well_20_2024-02-20_145614_.jpg
2percent_automated,1,D7,7,well_21_2024-02-20_145619_.jpg
2percent_automated,1,D7,16,well_22_2024-02-20_145625_.jpg
2percent_automated,1,D7,10,well_24_2024-02-20_145637_.jpg
2percent_automated,1,D7,29,well_25_2024-02-20_145643_.jpg
2percent_automated,1,D7,6,well_26_2024-02-20_145648_.jpg
2percent_automated,1,D7,30,well_28_2024-02-20_145700_.jpg
2percent_automated,1,D7,5,well_29_2024-02-20_145706_.jpg
2percent_automated,1,D7,6,well_30_2024-02-20_145712_.jpg
2percent_automated,1,D7,20,well_31_2024-02-20_145717_.jpg
2percent_automated,1,D7,16,well_32_2024-02-20_145723_.jpg
2percent_automated,1,D7,9,well_34_2024-02-20_145735_.jpg
2percent_automated,1,D7,5,well_35_2024-02-20_145741_.jpg
2percent_automated,1,D7,3,well_36_2024-02-20_145746_.jpg
2percent_automated,1,D7,5,well_38_2024-02-20_145758_.jpg
2percent_automated,1,D7,3,well_39_2024-02-20_145804_.jpg
2percent_automated,1,D7,2,well_41_2024-02-20_145815_.jpg
2percent_automated,1,D7,2,well_43_2024-02-20_145827_.jpg
2percent_automated,1,D7,2,well_44_2024-02-20_145833_.jpg
2percent_automated,1,D7,6,well_45_2024-02-20_145839_.jpg
2percent_automated,1,D7,2,well_46_2024-02-20_145845_.jpg
2percent_automated,1,D7,18,well_47_2024-02-20_145850_.jpg
2percent_automated,1,D7,1,well_48_2024-02-20_145856_.jpg
2percent_automated,3,D1,18,well_2_2024-02-20_175531_.jpg
2percent_automated,3,D1,28,well_3_2024-02-20_174905_.jpg
2percent_automated,3,D1,53,well_5_2024-02-20_174916_.jpg
2percent_automated,3,D1,30,well_6_2024-02-20_175554_.jpg
2percent_automated,3,D1,64,well_7_2024-02-20_174928_.jpg
2percent_automated,3,D1,32,well_9_2024-02-20_174939_.jpg
2percent_automated,3,D1,52,well_10_2024-02-20_175616_.jpg
2percent_automated,3,D1,25,well_11_2024-02-20_174950_.jpg
2percent_automated,3,D1,54,well_14_2024-02-20_175639_.jpg
2percent_automated,3,D1,44,well_16_2024-02-20_175650_.jpg
2percent_automated,3,D1,63,well_17_2024-02-20_175023_.jpg
2percent_automated,3,D1,75,well_19_2024-02-20_175035_.jpg
2percent_automated,3,D1,26,well_20_2024-02-20_175040_.jpg
2percent_automated,3,D1,59,well_21_2024-02-20_175718_.jpg
2percent_automated,3,D1,41,well_23_2024-02-20_175729_.jpg
2percent_automated,3,D1,42,well_28_2024-02-20_175125_.jpg
2percent_automated,3,D1,11,well_29_2024-02-20_175803_.jpg
2percent_automated,3,D1,38,well_31_2024-02-20_175814_.jpg
2percent_automated,3,D1,65,well_32_2024-02-20_175148_.jpg
2percent_automated,3,D1,28,well_33_2024-02-20_175825_.jpg
2percent_automated,3,D1,41,well_34_2024-02-20_175159_.jpg
2percent_automated,3,D1,60,well_36_2024-02-20_175211_.jpg
2percent_automated,3,D1,2,well_38_2024-02-20_175223_.jpg
2percent_automated,3,D1,37,well_40_2024-02-20_175234_.jpg
2percent_automated,3,D1,33,well_41_2024-02-20_175911_.jpg
2percent_automated,3,D1,16,well_42_2024-02-20_175245_.jpg
2percent_automated,3,D1,31,well_43_2024-02-20_175922_.jpg
2percent_automated,3,D1,0,well_44_2024-02-20_175257_.jpg
2percent_automated,3,D1,53,well_45_2024-02-20_175933_.jpg
2percent_automated,3,D1,49,well_46_2024-02-20_175309_.jpg
2percent_automated,3,D1,77,well_47_2024-02-20_175945_.jpg
2percent_automated,3,D7,18,well_2_2024-02-20_185828_.jpg
2percent_automated,3,D7,4,well_3_2024-02-20_185200_.jpg
2percent_automated,3,D7,11,well_5_2024-02-20_185212_.jpg
2percent_automated,3,D7,37,well_6_2024-02-20_185851_.jpg
2percent_automated,3,D7,13,well_7_2024-02-20_185223_.jpg
2percent_automated,3,D7,19,well_9_2024-02-20_185908_.jpg
2percent_automated,3,D7,6,well_10_2024-02-20_185239_.jpg
2percent_automated,3,D7,4,well_11_2024-02-20_185245_.jpg
2percent_automated,3,D7,8,well_14_2024-02-20_185302_.jpg
2percent_automated,3,D7,11,well_16_2024-02-20_185313_.jpg
2percent_automated,3,D7,19,well_17_2024-02-20_185319_.jpg
2percent_automated,3,D7,8,well_19_2024-02-20_185330_.jpg
2percent_automated,3,D7,13,well_20_2024-02-20_185336_.jpg
2percent_automated,3,D7,43,well_21_2024-02-20_185342_.jpg
2percent_automated,3,D7,42,well_23_2024-02-20_185353_.jpg
2percent_automated,3,D7,5,well_28_2024-02-20_185421_.jpg
2percent_automated,3,D7,13,well_29_2024-02-20_185427_.jpg
2percent_automated,3,D7,4,well_31_2024-02-20_185439_.jpg
2percent_automated,3,D7,23,well_32_2024-02-20_185444_.jpg
2percent_automated,3,D7,6,well_33_2024-02-20_190125_.jpg
2percent_automated,3,D7,2,well_34_2024-02-20_185456_.jpg
2percent_automated,3,D7,37,well_36_2024-02-20_185507_.jpg
2percent_automated,3,D7,7,well_38_2024-02-20_185519_.jpg
2percent_automated,3,D7,11,well_40_2024-02-20_190205_.jpg
2percent_automated,3,D7,23,well_41_2024-02-20_185536_.jpg
2percent_automated,3,D7,5,well_42_2024-02-20_190216_.jpg
2percent_automated,3,D7,28,well_43_2024-02-20_185548_.jpg
2percent_automated,3,D7,19,well_44_2024-02-20_190228_.jpg
2percent_automated,3,D7,10,well_45_2024-02-20_185559_.jpg
2percent_automated,3,D7,6,well_46_2024-02-20_190239_.jpg
2percent_automated,3,D7,16,well_47_2024-02-20_185611_.jpg
2percent_automated,4,D1,1,well_2_2024-02-20_183305_.jpg
2percent_automated,4,D1,16,well_3_2024-02-20_182733_.jpg
2percent_automated,4,D1,5,well_5_2024-02-20_183322_.jpg
